,video_id,Positive Percentage,Channel
998,03IUgOd4GH4,37.4,['Liza Koshy']
999,QB5JOnDYeHY,40.6,['First We Feast']
1000,5PaDeyRNUyc,47.67,['Kylie Cosmetics']
1001,5Wiio4KoGe8,45.33,['Maroon5VEVO']
1002,nvAhI3ZjnjU,48.0,['TheEllenShow']
1003,fmIGnd98DX4,43.0,['CollegeHumor']
1004,mkrTKyhONJ4,39.33,['Full Frontal with Samantha Bee']
1005,aw28GKtWxBw,48.4,['Matt Stonie']
1006,MHzktkbjDOE,66.6,['Mr. Kate']
1007,V_U6czbDHLE,40.0,['TED-Ed']
1008,lSsTCiC93WI,43.8,['Channel Awesome']
1009,1z3cp_Mh8bA,47.38,['CBC News']
1010,G_wmoWfZQAM,69.6,['Shay Mitchell']
1011,MtOiRhapfFE,47.0,['CaseyNeistat']
1012,zuUQDdWNAPc,47.0,['Saturday Night Live']
1013,zV0dpCG-8go,49.2,['truTV']
1014,0AaApxaD170,52.5,['Glam&Gore']
1015,v90yrcg6q9I,37.8,['E! News']
1016,cpvUG_fo6lU,43.8,['ESPN']
1017,GbhdRYQz9-0,47.22,['Oscar De Gracia Jr.']
1018,Itd_DFAw8OE,30.5,['HellthyJunkFood']
1019,UVwLjEK0jio,35.9,['MLB']
1020,3ImE5jhnOt8,47.2,['Food Wishes']
1021,AYrTkoRr6hk,63.73,['C-SPAN']
1022,MHMdv2D7ndc,52.4,['EDEN']
1023,VcMuDnnaBvw,29.6,['E! Entertainment']
1024,ml8Dj5OSR-M,39.0,['Half as Interesting']
1025,mC1qPDqV6hM,36.35,['Mrwhosetheboss']
1026,6lsPIlsbqsM,27.59,['Watch What Happens Live with Andy Cohen']
1027,vr0qNXmkUJ8,49.0,['GoPro']
1028,1k_whpRADOE,40.4,['The New York Times']
1029,41taYOq1kVY,60.17,['PinkVEVO']
1030,LaZQ_gj919U,56.25,['ABN AMRO']
1031,-QL9dvmddYs,16.75,[]
1032,25Qq8k7V83g,61.9,['Late Night with Seth Meyers']
1033,GSmUd7p3r34,59.54,['Beats 1 Radio']
1034,7qLrKUtV0Kw,39.2,"[""Siobhan O'Brien""]"
1035,cIsewG2g-1g,51.0,['Vox']
1036,RxIh_0q524c,59.75,['Wil Dasovich']
1037,BqL9T0_ClUg,34.2,['Entertainment Tonight']
1038,xwW0VfkFljE,30.33,['Inside Edition']
1039,JQAYFbcgf60,28.74,['Focus Features']
1040,C-V1uXeyGmg,50.75,['Steve Mould']
1041,_SzWAfsdZXY,52.88,['A24']
1042,yAZwhN-WKGg,34.62,['NBA Highlights · YouTube']
1043,bd7IGZ6dulM,28.25,"[""Kill'em""]"
1044,iTUsiJh9PgE,67.5,['Christen Dominique']
1045,LnuUkfwqz3c,28.33,['ULOOK2']
1046,f09ne0W6MZU,51.33,['Dancing With The Stars']
1047,gDf4RpaMFrk,75.76,['Refinery29']
1048,LtJ60u7SUSw,41.85,['Universal Pictures UK']
1049,3GOjf9ZGnIQ,35.71,['Warner Bros. Pictures']
1050,88IdVnUESJw,39.75,['HOT 97']
1051,vgDiV94Hz1I,40.75,['Korea Beatbox TV']
1052,LDXr12ToYuM,63.0,['The Gabbie Show']
1053,xQ4oE_tL7IA,37.5,['banksVEVO']
1054,ckXN4Tc6-c8,57.75,['AndreasChoice']
1055,8kpD3XCp49o,41.0,['PhoneBuff']
1056,K20YGjVkZRw,88.0,['From Head To Toe']
1057,scQBjsQNgVQ,54.5,['Jacob Sartorius']
1058,5qkgFES0r-U,61.0,['James Charles']
1059,yJZh9NWdXrE,48.5,['James Blunt']
1060,DOz4H0jlthc,40.0,['CNN']
1061,E6PU9IvLJM0,33.0,['WWE']
1062,TDuE0y_4Vl0,48.39,['RedBlue Divide']
1063,z8N40PtsEw4,33.33,['WEDR 99 JAMZ']
1064,uE_hF1R20rg,53.25,['SiriusXM']
1065,nOQh4NXZ2wo,48.75,['Petit Biscuit']
1066,KMZ2vfIoA9k,25.5,['Tech Insider']
1067,XBGCYqRInM8,42.5,['Donut Media']
1068,X8Ijui33P6I,41.5,['Great Big Story']
1069,j8i18Wiaq7Q,0.0,['Al Jazeera Arabic قناة الجزيرة']
1070,GSxeF68FRsk,52.0,['Lynn Bay']
1071,ob4tFhgAecw,50.0,['Timberland']
1072,U69QBI6MK_A,50.0,['Grist']
1073,xMmyeKq4w8E,33.33,['DailyPicksandFlicks']
1074,GO6qs83CHpc,34.8,['The Royal Family Channel']
1075,htpR770aP2k,30.0,['Late Night with Seth Meyers']
1076,2eAuJIGlp9I,35.75,['The Late Show with Stephen Colbert']
1077,HUUsEgAe8x4,46.33,['Brave Wilderness']
1078,WfjZ1otkS3o,44.22,['USAFAOfficial']
1079,zqE-ultsWt0,40.6,['SpaceX']
1080,qiUKuZQRsWo,33.0,['NFL']
1081,xmZ1ppujkXg,38.0,['The Tonight Show Starring Jimmy Fallon']
1082,Ap5hoCTkTUM,28.0,['Anwar Jibawi']
1083,8-M7WA1qX1g,39.0,['CaseyNeistat']
1084,439iY0844xI,58.2,['SuperCarlinBrothers']
1085,KPqtlI3aJIE,56.0,['SamSmithWorldVEVO']
1086,tp9aQXDFHbY,54.6,"[""Simon's Cat""]"
1087,QlRWZuKPVoo,41.5,['Ultra Music']
1088,nIZb34JnFEw,45.77,['SUPERFRUIT']
1089,BBn_fo8NprY,42.75,['IISuperwomanII']
1090,oStLD-yYAy0,33.0,['Vox']
1091,uKQ8iy3U1lw,43.2,['Ryan Upchurch']
1092,B9SptdjpJBQ,44.6,['AsapSCIENCE']
1093,8rhb5wTCero,57.0,['dodieVEVO']
1094,tq7tHN9HBJU,52.2,['Desi Perkins']
1095,zmg9tVaMVd4,51.2,['ShaniaTwainVEVO']
1096,GRDoasFyesU,60.75,['Chloe Morello']
1097,3X3xtRNb20s,34.2,['David Guetta']
1098,GWKI-CoCCTU,63.2,['Nile Wilson']
1099,7uOvL5eLpeE,63.53,['JeremyCampVEVO']
1100,FlwK54Qun3Q,74.64,['ChrisYoungVEVO']
1101,_r5eTelhpmQ,71.28,['DariusRuckerVEVO']
1102,_cu4FHyCcT8,39.2,['DaveHax']
1103,tqUKbEfW-B8,34.25,['IGN']
1104,JkqTeQHFoBY,50.0,['Framestore']
1105,IvQQJmWdtH8,73.5,['FirstAidKitVEVO']
1106,DtsWj9XiOIY,78.0,['Amber Scholl']
1107,S_DltnHeJ-M,66.5,['Grace Helbig']
1108,TO5cYWd12lQ,56.25,['Sara Dietschy']
1109,pgCtsVdK4HA,42.0,['Joe Goes']
1110,9j9RrWgo5rE,33.25,['TODAY']
1111,SHobkpQ9GOM,59.0,['emmymadeinjapan']
1112,2UMfEfUR7wM,50.29,['Echosmith']
1113,pyb7UqbdYTs,54.31,['AlexAionoVEVO']
1114,e21VLQGCJTg,33.6,['Reach Records']
1115,_Pom2EYv3NM,65.0,['Kelly Clarkson']
1116,-Jdc7FXupWQ,61.5,[]
1117,YF6dNlhXaJ0,35.0,['Jimmy Kimmel Live']
1118,xffuHHjO_Us,59.75,['BeaMillerVEVO']
1119,ZymSrDfLhW8,57.25,['SB Nation']
1120,s3Hk_lDw5yo,25.25,['DemiLovatoVEVO']
1121,NSFXDaMFUN4,23.43,['LTavvy']
1122,Z_GR_l5QtdM,53.45,['Little Dragon']
1123,cyN6GMY78D4,53.8,['BØRNSmusicVEVO']
1124,9yqdwbJZtSc,55.0,['BBCRadio1VEVO']
1125,mSYEzJ7LM54,23.5,['Borussia Dortmund']
1126,wAcD3mIjZcc,57.25,['BuzzFeed Celeb']
1127,H3YE_oGD05M,75.0,['Brothers Green Eats']
1128,uHCW6nfbosQ,61.2,['kimbramusic']
1129,Y12lF3cYufo,37.0,['Clash of Clans']
1130,px7dYqZPk6I,42.5,['PrettyMuchVEVO']
1131,QJVlhvyLmPw,76.92,['Ford Europe']
1132,Bo-qp-Zu0OY,50.0,['TouringPlans']
1133,VRX84VjIQVw,70.59,['Francis Dominic']
1134,AoQMHzkj2x0,57.0,['Conor Maynard']
1135,7e4vFMJmBIc,38.75,['Saturday Night Live']
1136,bY8-TUD3_Zo,31.67,['The Film Theorists']
1137,0bcHEsmmpzU,40.8,['HellthyJunkFood']
1138,iwGP_FeheLM,52.0,['nigahiga']
1139,c3JbJmXInOs,40.4,"[""Sam O'Nella Vlog""]"
1140,h3M-3SrmDok,34.2,['WWE']
1141,eVIezLcwc7s,42.33,['The Graham Norton Show']
1142,Wp21hAL1mOU,35.6,['Simply Nailogical']
1143,tl6w1-IlyDs,64.0,['Safiya Nygaard']
1144,x5Ps13AeXxQ,69.2,['katilette']
1145,pCHmqeHEybg,44.2,['VariantComics']
1146,_dJbQayd4MQ,40.0,['Jamie Baker']
1147,JhyTKIwar1k,43.75,['Lele Pons']
1148,5pvkw5KkQuw,16.5,['영국남자 Korean Englishman']
1149,F5D1x-OtGME,33.5,['jacksfilms']
1150,w7h--c54_O8,53.4,['Rosanna Pansino']
1151,khRWGSllNKw,32.2,['Shameless']
1152,VSrEIdhrXB4,37.6,['minutephysics']
1153,Mw5T62dJzhQ,42.0,['Vox']
1154,IUkNNDg18mY,50.75,['AnthonyPadilla']
1155,g85RGiOgUtI,57.25,['Jackie Aina']
1156,JV1NB70gLQI,32.0,['The Infographics Show']
1157,-q47sHA4eAo,27.2,[]
1158,VPo2k2z7Xqg,57.4,['The Key of Awesome']
1159,EWeJ7OM3mo4,50.0,['vlogbrothers']
1160,xGuGjvIfof8,42.0,['UrAvgConsumer']
1161,q3br7KKr67o,57.25,['Laura in the Kitchen']
1162,WQyiY5qC_us,60.0,['ScreenJunkies News']
1163,ZaB6kENkGVg,65.0,['ColliderVideos']
1164,2nFO0sMs9Zs,67.17,['BBCRadio1VEVO']
1165,zyPIdeF4NFI,59.25,['Molly Burke']
1166,4xbFVdoRzLQ,26.5,['Real Engineering']
1167,QKy1OazdMD0,42.71,['David Carter']
1168,T58NGMrUp0M,36.5,['Business Casual']
1169,omdov-S2tSA,45.5,['Jimmy Kimmel Live']
1170,gLj21uNEzqA,54.0,['DemiLovatoVEVO']
1171,i29zfPUHRAQ,25.0,['Mike Gardner']
1172,GuEQtn2nm9A,46.33,['VICE News']
1173,rh8b-Ibzkfg,69.0,['John Maclean']
1174,xnSew-tCuPo,65.75,['HomeMadeModern']
1175,R3dQpGJQI18,52.75,['FLETCHERVEVO']
1176,rrZk9sSgRyQ,52.51,['Warner Bros. Pictures']
1177,aeUyLiIlDVE,37.5,['TheRealFake00']
1178,OmTb_ea1K5U,54.67,['Just Between Us']
1179,ALae1tWyTS8,48.28,['MLB']
1180,o7H7xdjGnCc,56.0,['Jordan Hanz']
1181,6QZiqFAeK_g,33.33,['Under Armour']
1182,4AsSp0AhlBc,44.44,['Nerdist']
1183,R42GHW6RY20,41.54,['Terror Jr']
1184,PD7OWHNAUqY,42.0,['WIRED']
1185,QpfgRpL1VVk,54.0,['Grey']
1186,IKaMejA5J34,55.5,['Galantis']
1187,y_v-3_sPsRM,39.6,['sWooZie']
1188,zrOHeEA14kQ,23.14,['Inside Edition']
1189,JJ5WP2BKigc,37.33,['Unbox Therapy']
1190,zHdJwBrT3WA,38.0,['The Game Theorists']
1191,96LawfHPh6s,52.25,['SmarterEveryDay']
1192,9sjLzdix70w,34.87,['Random Ryan']
1193,p-305IQw6-I,56.25,['Wassabi Productions']
1194,8RlChzDl1Tw,57.75,['Julien Solomita']
1195,qbRKHpE-30Y,25.25,['Kitchen Nightmares']
1196,K7pQsR8WFSo,43.5,['Veritasium']
1197,BnxkuaQxe9A,38.39,['Quartz']
1198,OZ5kXgYW5cE,45.25,['TierZoo']
1199,ON3x2wWZLHk,49.0,['Al Jazeera English']
1200,tmGMd2bqh6o,57.67,['Casually Explained']
1201,Ri4xPHGS5f8,25.69,['CNN']
1202,8I8G5XQI9_w,72.67,['barnabydixon']
1203,UQBNfV9sTCE,55.67,['Salomondrin']
1204,aTF84_CqzxQ,58.72,['Tyler H']
1205,GNTtR6ZpUOo,47.0,['Paweł Zadrożniak']
1206,De9hDyIN6JY,59.09,['Lori Light']
1207,ELQfBOJOds0,51.5,['Vanity Fair']
1208,eImtYyuQCZ8,43.5,['Practical Engineering']
1209,r3wQ8ISV4wc,62.77,['The Orville']
1210,qQGY4NerwOg,66.67,['Watch What Happens Live with Andy Cohen']
1211,s7eVr-OUYkQ,77.27,['Elevation Worship']
1212,OFzoFhRlEnY,24.0,['news usa']
1213,ruYeBXudsds,36.5,['Jimmy Kimmel Live']
1214,-otJ1LJGzcc,19.2,[]
1215,ScmJvmzDcG0,41.0,['LastWeekTonight']
1216,tUPR5-igTVY,61.32,['MarenMorris']
1217,pRnbzkMsgmM,21.0,['BBC News']
1218,0PKthlZtLDo,23.6,['consumer']
1219,LGAfo5unZaw,45.25,['Binging with Babish']
1220,-PQBaYuvujw,21.0,[]
1221,HRNq5O2ieOs,44.0,['Good Mythical Morning']
1222,uoTIcwHK_aw,46.5,['Jaiden Animations']
1223,9zX2BQFZ_BI,37.0,['BuzzFeedBlue']
1224,q2KehxKQ3Zk,38.5,['Vox']
1225,D3bj3PH7PGg,23.0,['ABC News']
1226,nBAvUSZSEf8,22.75,['ABC Action News']
1227,8z2RgsLSn-c,57.5,['The Tonight Show Starring Jimmy Fallon']
1228,_oO0pd8VJjY,39.0,['Domics']
1229,H4_o4thCQpY,20.88,['TRL']
1230,4NJYWgb6dQM,51.25,['HaimVEVO']
1231,0VfGA5bE1AQ,40.0,['Liza Koshy Too']
1232,csrYDgBF2nI,35.79,['NFL']
1233,1eQXF7JbbGE,76.0,['Dancing With The Stars']
1234,4WNHB8vROg4,62.8,['Kim Roberts']
1235,ZyHipL45pwM,61.75,['NPR Music']
1236,qy-UZ5B38-Y,40.25,['Jack and Dean']
1237,_lnPimlBnk4,30.25,['Tech Insider']
1238,_yt7xexSbfI,46.0,['KHOU 11']
1239,O2pyRDQgVjk,44.5,['SciShow']
1240,j9UGpBZz7WU,31.67,['Al Jazeera English']
1241,V_liC4y7alU,47.67,['Austin Evans']
1242,nJPCUTDN0ec,48.0,['HalseyVEVO']
1243,a9Zi-RhcOGs,62.67,['SarahClose1']
1244,Ilekd7_Kodw,27.33,['SCOTT LEWITT']
1245,GIqhMKlSCgY,59.33,['The Dodo']
1246,g_ekn1gjBq0,58.06,['Refinery29']
1247,oSV39tYy3Xg,54.55,['GymCastic']
1248,W-97_yKHQHg,35.09,['CBS News']
1249,rjINNeC0DFA,58.67,['BBCRadio1VEVO']
1250,YYwB63YslbA,47.33,['CBC News']
1251,kbvS-aeEi-8,36.5,['Giaco Whatever']
1252,eHV5gHeVgH0,44.83,['Washington Post']
1253,jzr49a04olU,0.0,['Luke Skaff']
1254,QWtGGoHT4H8,0.0,['CNBC']
1255,rQhynsjq_BQ,33.33,['ViralHog']
1256,rBKYvAdXT-k,28.0,"[""Spinnin' Records""]"
1257,hw1RrmlrTtM,23.71,['The Daily Show with Trevor Noah']
1258,iK7lICvUhCI,26.0,['The Film Theorists']
1259,TaxAsHhex10,24.0,['The Late Show with Stephen Colbert']
1260,VX9IAt75P28,40.0,['Good Mythical Morning']
1261,thD6TNUoyIk,47.83,['ANDREW HUANG']
1262,nFxUU519P7U,24.0,['Brian Tyler Cohen']
1263,kWaJCOyORvI,49.4,['Screen Junkies']
1264,NCFO5eifDtg,43.0,['First We Feast']
1265,kmgsC68hIL8,31.5,['Late Night with Seth Meyers']
1266,EYi1YUNOguk,28.0,['The Late Late Show with James Corden']
1267,byA77xkQBEE,26.8,['Philip DeFranco']
1268,h9TlaYxoOO8,48.19,['St. Vincent']
1269,Fzz-Pblbvqw,31.19,['TED-Ed']
1270,8hP6WROycAU,38.6,['Linkin Park']
1271,etOa8-pFow4,30.77,['RWW Blog']
1272,VHG7mHKwQqA,42.89,['Norm Macdonald']
1273,2pZ2aHWFHXA,40.58,['Will & Grace']
1274,6qCqrODw1nM,35.0,['Netflix']
1275,gqYZLNMDVJc,53.75,['Rock & Roll Hall of Fame']
1276,PNPMEQm_vAI,24.0,['How To Cake It']
1277,vaAzCXxAoQE,41.6,['Pittsburgh Dad']
1278,mFZiH4aEPJc,51.91,['69 detik']
1279,7GmcH_Lmkvw,66.84,['Blake Shelton']
1280,X_PZvUM8P_U,28.0,['GameofThrones']
1281,lduyitPDQjY,41.5,['Gun Runnerz']
1282,XA_jAJ-dWyQ,47.0,['PsychoSoprano']
1283,A-sDCUXML2E,47.83,['VolkswagenDanmark']
1284,fJiaYnmUw60,28.71,['Amazon Video']
1285,sI6MZg0hkUk,44.22,['CBS News']
1286,tfZvSS_f254,46.82,['CaseyNeistat']
1287,WU_Bbaki3f0,50.28,['TODAY']
1288,twerGCoDt04,51.16,['TheEllenShow']
1289,jmc7aUVKCMA,41.25,['ColdFusion']
1290,v0zIWuPHbAY,44.0,['IISuperwomanII']
1291,I5rD1_rxG5c,9.8,['TP Clips 8']
1292,3QzUSSKfEeA,22.5,['OfficialGucciMane']
1293,3QWQ4gN3j4E,39.37,['Watch What Happens Live with Andy Cohen']
1294,73kIG3HcFq0,70.0,['kaptainkristian']
1295,YqqJFqj5xQQ,26.25,['Business Insider']
1296,64G7jEqX2vc,48.67,['Nini McNean']
1297,Ga1uiDaqMjQ,26.97,['Storyful Rights Management']
1298,ziwI9E9xF4s,38.75,['Kevin Durant']
1299,IpJGlaxUUp8,45.16,['Dan Patrick Show']
1300,is7Hx7B5e2c,82.0,['Dancing With The Stars']
1301,PlTRnF7KlV4,30.0,['NFL']
1302,K9Qn3Gzm2ig,65.26,['cutepolish']
1303,b6utGZQ9Sks,46.33,['Tom Scott']
1304,9XgflsmKnK0,49.33,['BBC Radio 1']
1305,MKMgoXEpO-E,73.0,['Zoella']
1306,hlaV9oSSfeA,51.0,['grav3yardgirl']
1307,aawlU1IzuqI,51.85,['AppleInsider']
1308,TBJIAgiIHg4,26.51,['Becky G México']
1309,f3uF3EpSZMw,79.5,['Simon and Martina']
1310,7DV7TS3XB94,64.29,['explorationfilms']
1311,Gw01t6btiR0,66.0,['Amber Scholl']
1312,86pvsOPUmD4,27.27,['Josh Constine']
1313,Flmxl3ZfjVM,44.5,['James Charles']
1314,puxAgWMzGqw,72.0,['Ingrid Nilsen']
1315,u5wIuTTYqzI,45.0,['The Graham Norton Show']
1316,nOllkbo99SU,36.67,['iDB']
1317,zuKX0fPlo2Q,100.0,['Thomas Bikias']
1318,rBs4AGCR3yU,66.67,['falson']
1319,k7XFlD5dzZQ,20.0,['Amazing Timelapse']
1320,b3NRvrmKeMA,60.0,['CineFix']
1321,AaGVAaGylgQ,74.0,['Wendy Williams']
1322,QP6tdboJq70,41.0,['DaveEastVEVO']
1323,ETR9qrVS17g,32.33,['CollegeHumor']
1324,xU5-_EGfcHw,40.0,['Saturday Night Live']
1325,2t4gy3oAx7I,26.5,['The Late Show with Stephen Colbert']
1326,dE9-DgGYZRU,23.33,['Meet Arnold']
1327,DaNNFSluQOY,36.83,['Breakfast Club Power 105.1 FM']
1328,5IP8jQNXDOo,33.0,['CBS Los Angeles']
1329,VFM0UqX9MJ8,40.25,['Amazon Studios']
1330,1hvdr7RjNRk,48.0,['TheEllenShow']
1331,FN5n87Gj0LM,47.0,['Nerdwriter1']
1332,-p6WWRarjNs,43.5,[]
1333,6l5P7jHUcjI,35.74,['BuzzFeedBlue']
1334,MGuUiaZWyWo,39.6,['WatchCut Video']
1335,lg0ldbwZhPQ,45.0,['Strictly Dumpling']
1336,GtBcWxjioiM,64.5,['The Late Late Show with James Corden']
1337,nb5q4Co-eac,36.0,['The Tonight Show Starring Jimmy Fallon']
1338,2seypV_Jkjw,35.9,['Team Coco']
1339,1Yt1O-OhAm4,49.43,['Roll Call']
1340,w58C1Vu10Is,28.0,['jacksfilms']
1341,yBXDLfgGKQM,22.0,['ABC News']
1342,F-qdRPUC_Yw,58.0,['Jimmy Kimmel Live']
1343,3e9tJJKBlwM,37.42,['Mental Floss']
1344,E6eRA8PnuW4,58.0,['Chris Stuckmann']
1345,lO9d-AJai8Q,62.5,['The Academic']
1346,yB9pN0H7saA,38.4,['Guardian Wires']
1347,MiZCudqoFAU,33.75,['CNNMoney']
1348,3VVnY86ulA8,63.67,['iJustine']
1349,xGqMGGn3Sko,27.0,['American Revolution']
1350,ASRxQ6uiVuo,49.6,['theflippist']
1351,Rxz8TnJT1kE,29.41,['Elizabeth Preza']
1352,MfbNXanrhGA,29.44,['USA TODAY']
1353,u8f6k9vjl-A,65.83,['Arden Rose']
1354,OthEKbkPftk,53.41,['BonusXP']
1355,L6KZ6egpKGM,63.88,['LukeBryanVEVO']
1356,ckWQt6cKCx8,48.0,['SuperCarlinBrothers']
1357,3N5WORQxQUo,69.75,['clothesencounters']
1358,ORmSlRu8vvQ,34.66,['TMZSports']
1359,rWKz0ZC_G6U,68.0,['Jamie Genevieve']
1360,Uq0764L5kcY,50.0,"[""Miley's Darwin""]"
1361,GmSUlGEd_A0,63.64,['Good Morning America']
1362,JcI8yn7xQWo,30.0,['WIRED']
1363,ENskipCo-eQ,8.5,['영국남자 Korean Englishman']
1364,22tF3y_epZs,62.0,['vlogbrothers']
1365,CK-0c50Si5w,86.0,['Mayim Bialik']
1366,8Lv3tW7bWzU,70.0,['thebrainscoop']
1367,EbwIKveO4qU,60.0,['Madelaine Petsch']
1368,FyLtlW3hHwQ,62.0,['devinsupertramp']
1369,TTkzAiZ6YV0,45.75,['Giaco Whatever']
1370,C1i3ESnliMQ,30.0,['The Infographics Show']
1371,PUzXPm2CEBU,40.41,['Vogue']
1372,wqcHGWG8MLQ,64.67,['The Scran Line']
1373,VY8IqDWZwbQ,59.09,['TODAY']
1374,rUkHLs9RHP0,61.33,['Courtelizz1']
1375,33Z-ix1VLzI,37.0,['Unbox Therapy']
1376,a2VRtAFqb4U,38.33,['OCDetailing']
1377,iB9YvFfTkuM,29.14,['ONE Media']
1378,5IG15ff4Zkk,66.67,['New Mexico Lobos']
1379,wHSJljq_41I,56.5,['ConnorFranta']
1380,4yCkkOvIkUI,31.58,['YBF Chic']
1381,5DG26XDPpB8,62.0,['NightHawkInLight']
1382,fuVu3elWRXc,70.0,['Nobel Prize']
1383,LAYuMpKE9Rk,31.58,['Refinery29']
1384,rJrwCJWq2cs,42.11,['ESPN']
1385,edMOQR_r2v4,73.5,['Ingrid Nilsen']
1386,BdTpRsW4azY,69.35,['Ashley Tisdale']
1387,v8t0ASudM-o,62.5,"[""The Mom's View""]"
1388,rRZp93mMZaI,65.12,['ShaniaTwainVEVO']
1389,ERj3KafjfRk,25.0,['Sony Pictures Entertainment']
1390,yCcghtLzNRw,66.67,['Rasel Homemade creator']
1391,PnbKgdNUPlM,58.0,['Ami Yamato']
1392,S9vVoJV_YB8,34.38,['Comicbook.com']
1393,88wD_C_m9gM,12.5,['Daily Exclusive']
1394,NMPnIn52KM0,57.89,['Entertainment Tonight']
1395,e6eU61Y-UA0,40.0,['Big Ten Network']
1396,mEYKFjd7aHo,50.0,['Penny Loggins']
1397,XYURnv4Ld2M,68.0,['My Pale Skin']
1398,7TN09IP5JuI,50.0,['First We Feast']
1399,N0lsMVNXZJY,25.17,['BBC News']
1400,odhMmAPDc54,31.43,['Gus Johnson']
1401,UXdbCReBTR8,40.29,['Anwar Jibawi']
1402,Kl-IJigAG8A,41.17,['Liza Koshy']
1403,NMRvbg-denE,21.74,['ABC News']
1404,vJaUfpbEYIU,41.0,['Hulu']
1405,qXH1dVI8Jic,53.0,['The Tonight Show Starring Jimmy Fallon']
1406,VzPD009qTN4,46.67,['Kurzgesagt – In a Nutshell']
1407,aNlUKzO1ThY,25.33,['Al Jazeera English']
1408,z5Wo-iF6lA8,37.83,['ExplosmEntertainment']
1409,6v3BWoddSgk,43.8,['JennaMarbles']
1410,658YZO_CmOk,35.0,['Full Frontal with Samantha Bee']
1411,4W-pZrhu798,64.6,['Wendy Williams']
1412,R1g07RpTPFE,40.85,['Koenigsegg']
1413,HqHQFm5L6Zc,37.8,['colinfurze']
1414,9eea7_7OBZQ,25.25,['The Oregonian']
1415,3Sjd4BVHdc8,38.46,['Late Night with Seth Meyers']
1416,Uiccgh2GXzs,50.4,['ChrisFix']
1417,2iObySa91b0,39.88,['Marques Brownlee']
1418,VsXu80J31uc,28.0,['Life Noggin']
1419,SPZFN6VFFow,26.33,['CBS News']
1420,PmG4AYsPHfA,29.4,['Teen Vogue']
1421,CwLGro-dFWg,46.57,['Charlie Puth']
1422,ypXwioZXUrE,51.6,['The School of Life']
1423,nQwolVLD1MM,45.2,['Mike Boyd']
1424,50JL8DEeeS4,39.85,['Lin-Manuel Miranda - Topic']
1425,4kX7iBnoivA,61.4,['Jeremy Jahns']
1426,FzebOysQeL4,29.0,['Jimmy Kimmel Live']
1427,DprHLyvhbSg,35.8,['Hannah Stocking']
1428,zhtliiCSYb8,53.0,['LaurDIY']
1429,EtTi9TBRRNo,44.83,['Brian Tyler Cohen']
1430,pfQ09sKITss,27.5,['E! Entertainment']
1431,5CZAmbA4SfU,42.61,['Netflix']
1432,Z9svINZiBdU,69.75,['Christen Dominique']
1433,tTHMBjyzgEU,24.2,['The Infographics Show']
1434,xwNJA9qCCwo,46.34,['NBA Conference']
1435,cVgQV6v_QKY,53.0,['James Charles']
1436,D6oaRAgdslE,29.25,['LegallyArmedAmerica']
1437,iKwMtBR68pc,32.86,['RAW']
1438,_VSVLmBO7yI,25.0,['Good Morning America']
1439,UxrTnLgO1YM,62.16,['Amber Scholl']
1440,oh37J6qROrQ,44.5,['UrAvgConsumer']
1441,eS8Wkk7APZA,45.45,['Chris Goossens']
1442,R00hChXPBE8,27.75,['WIRED']
1443,8PDnSzf_TV8,49.75,['The Verge']
1444,UGUu7qhGh_k,26.5,['Mashd N Kutcher']
1445,-_CmfnzbLFc,56.5,[]
1446,RyCDmg1JXcQ,39.75,['GRAN TURISMO TV']
1447,SqUXhozARl4,24.09,['ViralHog']
1448,dDiCuZTjS18,57.83,['Lukas Graham']
1449,QAouuVo-WO0,37.69,['Carolina Panthers']
1450,SGuUAtJ8yMM,60.2,['weezer']
1451,I1XJEhgJlKQ,40.0,['FergieVEVO']
1452,R8NeB10INDo,48.0,['Oats Studios']
1453,HIdRXXjIthQ,70.67,['The Dodo']
1454,Ekc7lWx0468,100.0,['The Illusion contest']
1455,zEezFUb8Zz4,33.0,['Great Big Story']
1456,RM5ja5nr3UI,36.36,"['BLOODHOUND SSC - 1,000 mph car']"
1457,TMy0vJfKvzI,32.5,['Chubbyemu']
1458,AZDiPT4PuHE,52.0,['Rosanna Pansino']
1459,aUAQGzkAtQE,54.55,['XtremeTeamTV']
1460,oEs0BP0i1Ro,32.0,['Complex']
1461,5mdk5oz6l3w,30.0,['CNET']
1462,Nko0mn3r-eM,46.0,['INSIDER']
1463,TOI9DKsWMx4,46.15,['No Surrender Productions']
1464,-3AGlBYyLjo,0.0,['CrazyLaughAction']
1465,SYxzzqGhgEs,46.0,['FreeDawkins']
1466,x7cwR2G-5Ng,76.92,['Thorn']
1467,2bOeaS1wREE,0.0,['Washington Post']
1468,16-xMnzDQ4M,75.0,['Evelyn From The Internets']
1469,fwDZ8uhqJg0,53.83,['Grand Ole Opry']
1470,fUjicxMPDzs,36.0,['Legendary']
1471,D1IBXE2G6zw,46.17,['Atlantic Records']
1472,Z6_0dJkjFAM,44.0,['Hulu']
1473,GTbPlfRS_c4,44.0,['The Tonight Show Starring Jimmy Fallon']
1474,PpGyVCu2n9g,38.63,['The Graham Norton Show']
1475,J7MYJ8Kxhwc,43.0,['NFVEVO']
1476,_elREWy6f9w,50.75,['vlogbrothers']
1477,dRX0wDNK6S4,63.33,['KaneBrownVEVO']
1478,ruTB5jBGXsE,52.83,"[""Simon's Cat""]"
1479,Q0O_5lVrMfs,37.33,['Jimmy Kimmel Live']
