,video_id,Positive Percentage,Channel
1480,pXFIMdJduvY,56.67,['Rudy Mancuso']
1481,IQisUbBljW0,44.69,['The Late Late Show with James Corden']
1482,txvKrTplOVs,48.0,['Team Coco']
1483,PLDJQondOQE,42.67,['CrazyRussianHacker']
1484,rfMJ-DylWBs,21.4,['CinemaSins']
1485,lQX0jvVQywQ,53.5,['SUPERFRUIT']
1486,uxI-8GTqDYA,30.0,['AsapSCIENCE']
1487,rl4ofGm2aNI,60.0,['Jaclyn Hill']
1488,TH2QRvu97NI,56.33,['Patricia Bright']
1489,hhREiAarjVY,48.0,['SamSmithWorldVEVO']
1490,XLNLPIRS62g,30.4,['BuzzFeed News']
1491,AzWiUQEdJOo,35.2,['Greg and Mitch']
1492,8RQDPwODja4,37.2,['ToveLoVEVO']
1493,8pB3tiuwFT4,49.0,['Saturday Night Live']
1494,NheUm_izr6A,76.82,['TimandFaithVEVO']
1495,RXzHRnK8Ta0,30.0,['NBA Highlights · YouTube']
1496,y_h_1uN2RQA,67.2,['Hunter Hayes']
1497,DeIaemmxMl4,77.0,"[""The Mom's View""]"
1498,7k8PFMQQIxI,78.0,['Peter Hollens']
1499,_4PLKxYZUPc,34.6,['SuperCarlinBrothers']
1500,Ca3rEOlAfpc,34.0,['SORTEDfood']
1501,9fgtEM8-VTI,34.5,['TIME']
1502,lCZCWjzQUM8,23.0,['Vox']
1503,yBt9zuvZxIc,27.39,['Freestyle Digital Media']
1504,wHrpTT1-fPg,63.2,['PinkVEVO']
1505,roiPLImXMoc,69.4,['Chris and Jack']
1506,ORSMs7lZtdY,22.0,['CBS Los Angeles']
1507,pqSN7lsPs2k,45.4,['Nukazooka']
1508,4An2AF2rWGk,57.5,['Late Night with Seth Meyers']
1509,H4gFlDn6c0c,47.08,['SYFY']
1510,CItEtnp3nPY,37.19,['Sony Pictures Entertainment']
1511,oits7sq4nX0,43.8,['schmoyoho']
1512,Km_u51OE3VA,59.68,['HBO']
1513,4Sk4n2ggxRI,54.89,['CBC News']
1514,bO-cI25XaAk,39.02,['The Mighty EROCK']
1515,mR3-KaWftIo,76.0,['Refinery29']
1516,QqbMpE4dPao,53.61,['Maroon5VEVO']
1517,sNSzJiF4sB8,59.09,['Chance The Rapper']
1518,Ty7YYxfFRtA,52.6,['Proximity']
1519,uLxuaQSBNe8,58.62,['Funny Local News']
1520,TSxt2_QM4N4,38.5,['SMTOWN']
1521,gMhysL2A8Qk,39.19,['Nissan USA']
1522,Miww9xXEj90,43.75,['Good Morning America']
1523,rKOaloQ5rnA,22.86,['The New York Times']
1524,pZUgK5EAOGk,63.66,['The Late Show with Stephen Colbert']
1525,e2jMJV6UHWU,50.5,['Lauv']
1526,btSvAjUrBhU,69.4,['GraceVanderWaalVEVO']
1527,hM_kejkWeHU,60.33,['LewisCapaldiVEVO']
1528,KwcfpkTKEF0,53.33,['Shay Mitchell']
1529,RbXYadQw1C4,74.67,['MyHarto']
1530,efD3nmwF-IM,34.5,['Malec']
1531,qJVOPnfywCk,60.5,['Jordan Hanz']
1532,nj0CoMTpcUs,58.5,['Nile Wilson']
1533,xGzppQWQvq0,72.91,['DariusRuckerVEVO']
1534,M_FP7x322cc,42.31,['ABC Television Network']
1535,po5VUW3I8P8,48.67,['AvE']
1536,kZLshuD1gmc,61.15,['Melodica Men']
1537,LGGi7IVl4Sc,37.14,['ESPN']
1538,Zwq8UlsT1Tw,40.0,['NARLtv']
1539,HjfN2Phsfng,0.0,['weatherguru76']
1540,I7TSzpDetTY,42.0,['Saturday Night Live']
1541,o6H0OPgg1qA,27.75,['amc']
1542,TF0TRv7Fw94,33.27,['Jake Paul']
1543,oZlJZ0BhXsA,40.6,['ASMR Darling']
1544,kiFDqOYfgYk,53.0,['The Tonight Show Starring Jimmy Fallon']
1545,0dWj2k4FMM8,43.8,['Mickey Mouse']
1546,KGb5yAdkcFw,49.0,['Simply Nailogical']
1547,VH1RwkrHPvA,49.8,['Food Wishes']
1548,76WkDuiAjeY,48.8,['Rosanna Pansino']
1549,470TG3AdA1A,45.05,['Amazon Video']
1550,C1wa2OyP_so,28.5,['Vox']
1551,W4YZIAtS-S0,46.67,['Safiya Nygaard']
1552,YLM2gl8RGj0,51.0,['James Charles']
1553,c2BcR39AtxE,19.2,['iJustine']
1554,q68xUVH3qiM,40.8,['BuzzFeed Celeb']
1555,ZFF392vAMN8,38.0,['MyLifeAsEva']
1556,G0cDl-vZKkg,58.0,['thataylaa']
1557,BHMJ0LGZ5fA,33.33,['Big Ten Network']
1558,MRNqDbd2rdE,33.19,['Alabama Crimson Tide on AL.com']
1559,2qiBTkVRp1U,55.6,['Grace Helbig']
1560,RE-far-FvRs,46.8,['VLOGTOWSKI']
1561,S6Mnl6kocLw,41.25,['NBA Highlights · YouTube']
1562,vdUum-zVcZc,44.0,['Rclbeauty101']
1563,M7XdnYiQKjQ,77.25,['Walk off the Earth']
1564,HPRQwI5uvBM,19.49,['thejasminebrand']
1565,AzNIUMW_G8M,67.25,['I Covet Thee']
1566,FqdsYn9TdWQ,45.0,['Tested']
1567,qDhbIEuwRRc,68.67,['ScreenPrism']
1568,0Pz7DnHikLU,42.0,['Tyler Oakley']
1569,Ama7Dc1EgLM,43.0,['CollegeHumor']
1570,IcYbVguyp6w,62.13,['PolymomoTea']
1571,ZpVhZ-om7UQ,45.65,['NFL']
1572,SIyW-80e_v4,77.0,['Chloe Morello']
1573,q1PgzYjpjsE,67.5,['Amy Macedo']
1574,RSJ2mRqL1cA,83.33,['Late Night with Seth Meyers']
1575,FRjPEOPr6pA,32.08,['CBS This Morning']
1576,Uw3eeaFT5Rw,74.67,['Nyma Tang']
1577,ARSNaSeT9hw,56.67,['Foil Arms and Hog']
1578,adfcVmu1bmM,63.8,['Kurt Hugo Schneider']
1579,4qxqtwNu7wg,37.5,['JessieJVEVO']
1580,eoAEp5A-arY,46.34,['ABC Television Network']
1581,Zo1pCjsjf6I,61.0,['PostmodernJukebox']
1582,4VgnTrbaQWs,54.67,['PhoebeRyanVEVO']
1583,AC83xjb5Njw,53.33,['RachelPlattenVEVO']
1584,XswVWE0Jq84,66.07,['TheShinsVEVO']
1585,kKjY7wDxF2w,86.0,['NikkiPhillippi']
1586,c5RsAXsZvI8,0.0,['Clicker Learning Institute for Cats and Kittens']
1587,dsH83p_mfEs,100.0,['The Royal Butler']
1588,r9-DM9uBtVI,40.17,['Warner Bros. Pictures']
1589,A2cRZL70C0w,39.0,['Saturday Night Live']
1590,IRdrt8nPyy8,37.2,['The X-Files']
1591,K3U7Z94NHgg,40.31,['Hulu']
1592,y4D1KtVetKM,36.0,['Wengie']
1593,Xa-FV6Oxp1M,30.2,['AlishaMarie']
1594,5NX-U36VDis,33.6,['Austin Evans']
1595,BpT3gx3s0ns,50.33,['SamSmithWorldVEVO']
1596,yDDDJC3AYtA,38.33,['CollegeHumor']
1597,qCH73iQAZS4,47.2,['UFC ON FOX']
1598,vrcG-SckgJk,26.5,['Fox News']
1599,vHDtNBh6aHs,29.0,['Kitchen Nightmares']
1600,v-eLrAw-gGc,50.0,['BuzzFeedVideo']
1601,biKYH7o8j7k,53.75,['UFC - Ultimate Fighting Championship']
1602,cmznoInjg1U,51.5,['Lady Gaga']
1603,ge0fLnC_WNc,22.0,['CNN']
1604,4MEv1k9aQXA,26.75,['ABC News']
1605,jsR0dclw060,39.5,['Studio C']
1606,KKwmCzoXbtE,44.26,['BuzzFeed Nifty']
1607,9VQh4wJ76Dc,47.27,['Refinery29']
1608,L_vQW3xQEhc,52.0,['Juliana LePine Sculptures- ENGLISH']
1609,Gv618mscv2I,22.86,['The Gregory Brothers']
1610,aircAruvnKk,72.5,['3Blue1Brown']
1611,rFaoaCJ1R8o,50.0,['hackerspaceshop']
1612,8bNXD4q5FCE,27.27,['CBS Miami']
1613,-Egtbs-go4Q,27.0,[]
1614,bpy5Kfdhp8o,63.64,['CarlyPearceVEVO']
1615,Q0CbN8sfihY,36.2,['Star Wars']
1616,q0B8k3UPZNc,48.8,['CaseyNeistat']
1617,J5b_-TZwQ0I,31.86,['LastWeekTonight']
1618,R7y6fm0XTpg,42.8,['Good Mythical MORE']
1619,a5F05Qpi6lM,39.2,['The View']
1620,rJTkHGXMdb0,30.86,['Life Noggin']
1621,fhYYdeAC3BI,27.8,['TV Shows']
1622,URvC6T_xhE0,34.8,['In Real Life']
1623,zkIrbVycAeM,28.71,['Business Insider']
1624,j8ziXMTpkL4,43.8,['CrazyRussianHacker']
1625,2ytdOm28qCg,41.0,['NFL']
1626,yyv2gOHMGEc,50.0,['BuzzFeedVideo']
1627,KbYCmEptlL8,57.0,['Kylie Cosmetics']
1628,k1vE_LVBx4s,47.0,['Vox']
1629,WStmFKp1x3g,32.4,['Davide Quaranta']
1630,2Q--XPdFfF4,37.0,['TheEllenShow']
1631,iGHDJ2_hsKE,52.8,['Columbia Sportswear']
1632,W_E9wivFlpE,32.2,['Good Mythical Morning']
1633,iZFWRi3npiA,23.47,['AMAZING HOODFACTSUNCUT']
1634,oUb-TwzDnk8,55.5,['HellthyJunkFood']
1635,iTRWe2XGEGA,33.63,['ViralHog']
1636,wmca2wWi1CM,27.25,['The Jonathan Ross Show']
1637,ufE-HaySXSg,34.75,['Tech Insider']
1638,pqdaskhEa0I,64.55,['TimandFaithVEVO']
1639,aiUq5xksJy0,43.25,['SciShow']
1640,evdxH50J3rs,38.75,['Netflix']
1641,XCWmONajkOg,53.75,['HaileeSteinfeldVEVO']
1642,6eHExt8C0qw,36.36,['Annapurna Channel']
1643,GmrFu7I-bBE,45.78,['U.S. Soccer']
1644,s7u5igc-lFg,31.5,['KnowledgeHub']
1645,TP0PsCb371E,23.0,['CNN']
1646,Mhfg2lVpW8k,47.57,['GoPro']
1647,VC7ZqkV1_yw,41.25,['1791L']
1648,T2rqOvijMBk,59.5,['The Dodo']
1649,9chSjcOM5og,30.75,['Big Ten Network']
1650,b7xndvitLa8,58.67,['Super Bunnyhop']
1651,KQWzIETlBw8,29.34,['Hymes Jeff']
1652,OTeIy9tPXpw,50.0,['Refinery29']
1653,0s8oYNL1M-A,46.33,['StarTalk Radio']
1654,d6a4AGg_TsI,41.25,['Eater']
1655,7_HboVYEkWw,31.33,['Not Dan Harmon']
1656,fM6JOfiAPgQ,68.33,['sonjdradeluxe']
1657,Mp_u8KvKg9I,49.0,['John Campea']
1658,ZB_g0QnYMkM,33.33,['Animal Adventure Park']
1659,wXGewTs-e-I,65.0,['The Tonight Show Starring Jimmy Fallon']
1660,6v-oVPROexw,73.33,['Alec Benjamin']
1661,941Bl3oxk8Y,51.84,"[""Why Don't We""]"
1662,WP98DDNKQ0U,46.0,['Steven Malcolm']
1663,_0d3XbH12cs,53.67,['kimbramusic']
1664,8VzoqU5IQT4,70.73,['Intel']
1665,OWAf0pD8354,55.0,['ETA PRIME']
1666,K28Az3-gV7E,72.58,['Andreas Spiess']
1667,t5Q5uRIc26k,41.0,['INSIDER']
1668,DdTamlcP-3Y,67.0,['Madeyewlook']
1669,iBViC-fEdm0,28.0,['WuTangClanVEVO']
1670,LunHybOKIjU,34.25,['BETNetworks']
1671,Oo0NJsr5m4I,26.36,['CGTN']
1672,T6x-kDiQsWM,44.0,['Jimmy Kimmel Live']
1673,07bHQFWCKIw,34.34,['The Late Show with Stephen Colbert']
1674,tfHCtgyT-oQ,54.67,['vlogbrothers']
1675,wHf01y69Ae4,56.17,['Vanity Fair']
1676,0TP1zVBdosw,38.83,['WWE']
1677,WQjO1mMCPg4,27.0,['Smosh']
1678,hRRnKJwbrcw,32.0,['Late Night with Seth Meyers']
1679,H0bVlfJsR4Q,40.8,['REACT']
1680,bpDylTwwunc,55.4,['Demi Lovato']
1681,fBR-MFpVKuc,43.8,['First We Feast']
1682,FUBXKn1oP0g,43.0,['ThreadBanger']
1683,RRkdV_xmYOI,41.0,['The Tonight Show Starring Jimmy Fallon']
1684,P_X6hIyqUxA,49.4,['NFL']
1685,kB1hCteyEew,40.0,['TheEllenShow']
1686,OY_cUBpDoiI,18.0,['jacksfilms']
1687,kRW3Y-rgaOs,40.25,['WatchCut Video']
1688,aDuB1arf8aE,72.25,['Man About Cake']
1689,WSFJsq_jwMs,49.0,['Charlie Rose']
1690,3JYl1XREYLE,30.5,['DavidParody']
1691,nrzbCPOcIJk,55.25,['Safiya Nygaard']
1692,yG-yfbDscbo,46.5,['Jeremy Jahns']
1693,bkxoHhafkqQ,44.0,['How To Cake It']
1694,fOmwkTrW4OQ,59.63,['Amazon Video']
1695,-B9z3az6Axc,46.4,[]
1696,CrwmpuwLBiI,45.25,['Jenny Nicholson']
1697,yARn15Ks1DE,46.39,['COVERGIRL']
1698,wd9-VP2LzM8,44.0,['Marques Brownlee']
1699,SeUyzOP3mys,67.75,['Gentle Whispering ASMR']
1700,ucWPplMZnH4,51.75,['Amber Scholl']
1701,GttcbM4GxLo,67.75,['Tati']
1702,5Vd10gwNJRs,79.07,['Dancing With The Stars']
1703,IP81Je7APoQ,33.0,['Hulu']
1704,r8qWc9X4f6k,42.0,['TED-Ed']
1705,RVSSCN2ts_g,37.04,['RM Videos']
1706,I4qv0c2-lfw,34.25,['HOT 97']
1707,y_nuMEtwUW4,63.27,['KREM2']
1708,lIkbdfBAdZQ,52.17,['APaperPlaneADay']
1709,akGWOpcWfrQ,30.75,['Dan Nystedt']
1710,eP_LYrgztRI,76.0,['Jackie Aina']
1711,Y61Q5w8qdSw,37.67,['James Charles']
1712,20yqGk-M-iI,36.9,['RAW']
1713,yWatz9TAgT0,84.0,['Pocketful of Primary']
1714,7wsYiuNERZA,61.67,['John Campea']
1715,_ghJa9vhvSI,39.44,['WIRED']
1716,IMcVhfQfvow,36.0,['Vat19']
1717,RIz3klPET3o,66.0,['DoodleChaos']
1718,tv19Sd9dS38,32.5,['Boldly']
1719,5LXqVd_0cjs,51.0,['Niana Guerrero']
1720,oWDy7_W9cpM,23.33,['WBAL-TV 11 Baltimore']
1721,CWvmvCewANI,33.0,['Cracked']
1722,pYggEswHnos,78.67,['TheSnakeCharmer']
1723,ntw32kYDryM,66.67,['aao331']
1724,KCNvREKTnQc,37.25,['Cracken News']
1725,ZczwzVhai9E,23.46,['Meet Arnold']
1726,j6cv-6WuDK0,35.0,['Late Night with Seth Meyers']
1727,doUdRCrK80E,45.81,['Vogue']
1728,8NArIVIQ4BI,35.45,['bill wurtz']
1729,9k6S9v0FKzI,49.0,['The Late Late Show with James Corden']
1730,_F-vmhCq6uw,39.5,['Fox News']
1731,f24IrRsf-lQ,48.2,['Taylor Swift']
1732,11S5tcT2Tm0,64.83,['Lindsey Stirling']
1733,sRAp2MO6TUY,51.67,['The Food Ranger']
1734,QeBCu1ZSORs,41.33,['Kris Wu']
1735,QtANwxed36M,38.0,['The Tonight Show Starring Jimmy Fallon']
1736,iIOkX77kT8M,51.0,['TheEllenShow']
1737,FcPs-bMkUjo,67.25,['Casey Holmes']
1738,raNcTqw-I-o,36.0,['Saturday Night Live']
1739,hjGsGtihBpc,47.0,['The Late Show with Stephen Colbert']
1740,g4xW9aCg2zY,47.75,['Nintendo']
1741,-bQUBzPZHHQ,39.83,[]
1742,WFb0EDl-JS8,56.6,['Mayim Bialik']
1743,c5vSFtnWkDA,72.2,['Domo and Crissy']
1744,6u9LNN9HwC4,32.4,['Looper']
1745,9yUZTTLpDtk,53.6,['Numberphile']
1746,WMAtfhATTLg,48.25,['SamSmithWorldVEVO']
1747,SmTvoFcy4_Q,40.5,['SORTEDfood']
1748,oQyKpOJhUKY,29.0,['Vox']
1749,Y8kAZAQ5dX0,41.0,['Wassabi Productions']
1750,vUC8-qbCVWk,56.4,['Paramore']
1751,Qg7YzqCRoZ0,53.25,['SuperCarlinBrothers']
1752,2LkEa-JV9Kc,50.0,['CollegeHumor']
1753,b7tp_AvS2aA,31.0,['Netflix']
1754,y6B1uUpQM3E,38.0,['Glam&Gore']
1755,4CyvvCx6Us0,65.67,['Mini Marley']
1756,5QCv3dJBPyQ,74.25,['Jackie Aina']
1757,RaKxVWJxA2U,26.0,['Nerdist']
1758,Lk7iJthBk6I,56.25,['Desi Perkins']
1759,Z0mzCVe_onw,53.8,['La Guardia Cross']
1760,JxEj2ZjgNzs,69.5,['The Scran Line']
1761,SmfWvo4cMpU,86.5,['Courtelizz1']
1762,4RPso1_xMYk,23.53,['Video Library']
1763,0dnd2j_is1U,56.25,['Watch What Happens Live with Andy Cohen']
1764,y8fZDZHSl7Q,71.39,['Dulce Candy']
1765,ktc8XDBq93k,21.4,['jypentertainment']
1766,QfINpLDE_s4,45.69,['Volpe Music']
1767,hwFx0ROBf7o,48.0,['St. Vincent']
1768,wRe9jBoBwFY,47.41,['FOX']
1769,SpMhnqnbh0g,48.11,['FilmRise Releasing']
1770,N1bJ5Vv3iUg,33.67,['Rclbeauty101']
1771,mKee5Xezp_0,38.0,['MyLifeAsEva']
1772,YlQYciVYhVA,42.71,['Nature on PBS']
1773,-UAdFerZMWc,34.55,[]
1774,jiRAinnkfwI,25.0,['YBF Chic']
1775,UJKl7ToDi20,100.0,['UCF Knights']
1776,eN6JVKmMUhw,68.67,['MavinRecords']
1777,-LoSw4o2zDQ,71.0,[]
1778,gWzPYsSCExM,51.0,['ANDREW HUANG']
1779,b-3YW03RR0I,60.0,['Tom Daley']
1780,nAau-s-NvVw,56.0,['WhatsUpMoms']
1781,SejINXtIWac,40.82,['E! Entertainment']
1782,8I0pqPWfjWU,66.67,['Glyph Jockey']
1783,xyDIy9ggcTc,37.21,['Joel Hartley']
1784,mvuN2LQf09o,81.25,['The Royal Family Channel']
1785,QKgUwKuhQmo,54.55,['SoulPancake']
1786,vpJba2qIXjs,33.33,['MIT OpenCourseWare']
1787,J4QLJiv-Eo4,30.56,['Rista Casmiaa']
1788,O3D8d2QNShY,10.0,['Томикс-ТВ online']
1789,VX4MQYwAh80,41.75,['Team Edge']
1790,M16CGK1T9MM,23.14,['Half as Interesting']
1791,iALfvFpcItE,29.74,['AsapSCIENCE']
1792,BRhR9_tiPTo,45.0,['MLB']
1793,KnE3055j-A0,35.17,['ClevverTV']
1794,p1RKkRCiU90,32.33,['ProZD']
1795,PgeJ0XYuI2E,58.8,['Marques Brownlee']
1796,udnGW3E1vxY,56.81,['KaneBrownVEVO']
1797,Z7R8XRKqHAI,65.33,['Walk off the Earth']
1798,n8t9yJIKkvM,32.0,['The Late Late Show with James Corden']
1799,t8sgy0faXyg,45.71,['markit aneight']
1800,QrNk6lHyDbk,44.0,['The Tonight Show Starring Jimmy Fallon']
1801,jASAxU0Uqk4,27.0,['Netflix']
1802,1ShHf1Ym1h0,44.31,['Ryan Upchurch']
1803,jUrpOg4fBs0,28.84,['OfficialGucciMane']
1804,Xtqr1C6eDmY,40.8,['The Slow Mo Guys']
1805,S5Esa9L4nvE,33.0,['jacksfilms']
1806,DeTu8xSGpEM,43.57,['johnlegendVEVO']
1807,abeF5zQbQEM,44.33,['itsAlexClark']
1808,dpGMUuXJbGU,51.0,['The Late Show with Stephen Colbert']
1809,uCVuyIQZ-lA,55.0,['Camila Cabello']
1810,H7H0ZWwWKCw,35.2,['ExplosmEntertainment']
1811,CNwYcyRAl1Y,41.17,['michaeljacksonVEVO']
1812,iv1zeGSvhIw,53.0,['SpaceX']
1813,5fYkPljB9Zk,44.2,['TheBackyardScientist']
1814,1KCZHHMZVGQ,33.8,['truTV']
1815,0lDRz8qmXpE,47.0,['CollegeHumor']
1816,JoNj0KDuDR8,47.33,['BuzzFeedVideo']
1817,jK6BesOrfws,40.2,['Auralnauts']
1818,9E3wYGXnUqY,48.9,['PsychoSoprano']
1819,mQwnQS25xpE,63.0,['TheEllenShow']
1820,G3fZBW_okks,70.4,['Nile Wilson']
1821,Hhg7Cv50SWY,31.94,['Watch What Happens Live with Andy Cohen']
1822,2K57-24FnIM,56.0,['The School of Life']
1823,2jvi4e0NIHs,58.0,['Tess Christine']
1824,GLbJCklVVJU,47.0,['National Yo-Yo Contest']
1825,nZtpLKCoUWg,39.5,['Cracked']
1826,ofzjzf_rhZc,38.8,['colinfurze']
1827,dJ_p4Z_yVpM,52.56,['SonyPicturesClassics']
1828,3zrZE68Qrrg,62.8,['JessieWareVEVO']
1829,Y5fwGxJjn5E,59.31,['CupcakeJemma']
1830,eXyHRnDNH64,49.0,['Vox']
1831,DBxTCFDo0WM,35.71,['E! Entertainment']
1832,Ik15Y5lDeJw,46.75,['FreeDawkins']
1833,a6Zj09zFXbI,62.2,['Glam&Gore']
1834,48dQekjzI6U,60.0,['Wil Dasovich']
1835,YCYXUi_5kns,49.5,['Brave Wilderness']
1836,eig-wx_83Do,24.16,['VICE News']
1837,h2K_SWpQtb4,46.75,['ESPN']
1838,mPw8v7Zix5c,55.56,['Refinery29']
1839,T6iLJTy6LNQ,31.5,['GOTDAMN ZO']
1840,rjlXcMhQgPU,32.33,['BuzzFeedBlue']
1841,aRgTLb5EbiQ,84.0,['Ari Fitz']
1842,do-9G1s9LSY,51.25,['AnthonyPadilla']
1843,cXQUObfBXYk,48.5,['Tested']
1844,y4BQEzQieEU,28.57,['Braun']
1845,czeMrUoy8kw,35.0,['ViralHog']
1846,zFnvAbX96gM,42.25,['JakeBuggVEVO']
1847,YjtRY28Pe2o,69.79,['MyHarto']
1848,KQ19fT4BQQU,100.0,['Arcus-3D']
1849,CdHV7Uzw2E4,64.0,['Peter McKinnon']
1850,bB01zORIGkA,63.5,['NightHawkInLight']
1851,p-xtcaAOTEE,33.33,['VintageTVCommercials']
1852,0uUFf8IomLg,46.34,['Metro Los Angeles']
1853,5al17hlhowA,70.5,['grav3yardgirl']
1854,RsYU2f3Q6kI,46.15,['uniservo']
1855,cqpg9IJ0jbg,47.27,"[""Jody's Corner""]"
1856,QvP8fd2W_6A,71.74,['AIRBORNE-FILMS']
1857,tetLuLLWxKM,33.33,['TMZ']
1858,px1WIBaFseE,21.0,['The Infographics Show']
1859,R1ZXOOLMJ8s,36.67,['Netflix']
1860,i3-Nf3cxlmg,32.36,['MLB']
1861,bu9e410C__I,33.52,['20th Century Fox']
1862,oKzFGhlFqqE,28.63,['Late Night with Seth Meyers']
1863,OlI8r3nNUVw,24.57,['Jan N']
1864,uB_Kx6T3wq4,68.5,['Jaclyn Hill']
1865,h9ga9lHtcXM,37.06,['The Late Show with Stephen Colbert']
1866,HzzmqUoQobc,52.38,['Vox']
1867,TYR_7CeO39E,51.59,['The Late Late Show with James Corden']
1868,MrujGOjzUI4,39.83,['Liza Koshy']
1869,2HcqS508lIo,32.83,['Real Engineering']
1870,srWtQnseRyE,43.0,['The Tonight Show Starring Jimmy Fallon']
1871,xBU77C4cpTk,63.11,['Carli Bybel']
1872,0hLx_1Q15eY,25.93,['MinuteEarth']
1873,afXewnGZXKs,30.71,['TheEllenShow']
1874,-5sCWsLlTCI,43.28,['Saturday Night Live']
1875,xNddRhpx5tA,30.8,['CinemaSins']
1876,FvcNr_5uWgY,57.17,['JessieJVEVO']
1877,AR764HY82Cs,56.14,['PinkVEVO']
1878,GBWMwbDxcO0,48.0,['Jimmy Kimmel Live']
1879,DrIFxLhDylU,43.72,['Fueled By Ramen']
1880,lLN1FwiqGwc,52.8,['Channel Awesome']
1881,E3DWd2dTiaQ,52.12,['DaveHax']
1882,Lp2TXZ3wzjs,59.83,['ChrisYoungVEVO']
1883,0TMHdsFYDOo,24.8,['CNNMoney']
1884,j5YSOabmFgw,49.57,['Bebe Rexha']
1885,LSYc5HvyXKo,78.0,['Lisa Eldridge']
1886,pSMCldcVGgA,68.18,['DariusRuckerVEVO']
1887,2QA57665QM0,50.4,['JessiSmiles']
1888,HUgYoT_xEFY,75.8,['Lessons from the Screenplay']
1889,5ggZ9jIHnr8,16.57,['Alesso']
1890,FMQaJ6ylKs4,56.78,['SUPERFRUIT']
1891,jXQitd7ahV4,53.11,['WeAreLostKingsVEVO']
1892,_yvDc9t1gZE,64.8,['JK Brickworks']
1893,1wwwXCQyIRA,81.12,['pixiwoo']
1894,M3siIx0W8aM,53.0,['KodalineVEVO']
1895,wWK5W1b17uw,42.0,['HellthyJunkFood']
1896,r30snlzbYaY,62.25,['LustreLux']
1897,Wp2TUPo5W0c,66.25,['Daniel Howell']
1898,1y7giHbrvcc,64.0,['WalkTheMoonVEVO']
1899,wUHWzsF_qJM,70.0,['Chloe Morello']
1900,ZYQ1cVRtMZU,29.5,['PatrickStarrr']
1901,8I1B4n_8Cto,45.99,['BeckVEVO']
1902,TE0UWh9Nob0,61.0,['Sophia Grace']
1903,0ceNfXrccbQ,34.56,['30 Rock Official']
1904,r_Vv6abqauM,54.8,['TheScoreVEVO']
1905,nqnkBdExjws,56.6,['TomWalkerVEVO']
1906,J_qs-CH715g,58.33,['Madelaine Petsch']
1907,CX4KuIBmnjI,61.11,['TED-Ed']
1908,B1TJp73shl8,77.92,['GregoryPorterVEVO']
1909,tLv3X-aMyWQ,44.0,['AviciiOfficialVEVO']
1910,VFNwdX5zyCg,47.83,['Good Morning America']
1911,mi52IqpOp54,100.0,['Kevin Noon']
1912,94U8bow4CU4,100.0,['Shawn Setaro']
1913,AVr5wYZJv9M,30.88,['Fortune Magazine']
1914,hkA2a4_tNOs,32.0,['The Film Theorists']
1915,Hlt3rA-oDao,47.75,['Saturday Night Live']
1916,W-8nCyXm03E,24.5,"[""What's Inside?""]"
1917,0g2lXo-ZnEk,45.25,['Rosanna Pansino']
1918,wULnbo1qtDc,34.5,['Hannah Stocking']
1919,Ro3lVeccQqY,51.43,['Hevesh5']
1920,82t9Tk9dUHs,28.0,['NASA Johnson']
1921,8bpaM9NeFrk,47.45,['The Tonight Show Starring Jimmy Fallon']
1922,tUXLO8Dtvq4,15.5,['The Infographics Show']
1923,msWS8WxRsrY,41.0,['Simply Nailogical']
1924,KGQTkWJ5mU4,29.1,['RealLifeLore']
1925,cWIEF2Yc58w,43.41,['Gus Johnson']
1926,Tt-a61NG4XY,42.2,['Thomas Sanders']
1927,pmLk6d33VpY,38.35,['theflippist']
1928,MiFeES9uOSo,63.75,['Kayley Melissa']
1929,Iv2lWZxzUj8,37.09,['Rclbeauty101']
1930,DUMEmGUc7yc,57.79,['vlogbrothers']
1931,5qlSfNVp3fU,51.0,['Cole and Marmalade']
1932,GDrudkqrgIA,26.52,['MSNBC']
1933,1AxLzMJIgxM,50.4,['Binging with Babish']
1934,pGVtDzMDJ0I,52.0,['thataylaa']
1935,xtEQkOp8mZ0,27.85,['Donald Trump']
1936,jkrrdsEzi-s,41.33,['Amber Scholl']
1937,DkWL232Vzao,54.16,['The Scran Line']
1938,j0AoUB9Nqtw,46.08,['UFC - Ultimate Fighting Championship']
1939,lLOEu9p80rE,58.5,['Tom Daley']
1940,MpblOsqweUk,44.33,['Jimmy Kimmel Live']
1941,_Z3P18GHej8,62.2,['Grandpa Kitchen']
1942,BHD3uqfbcRQ,53.5,['Bon Appétit']
1943,IEGEovFX534,76.52,['CBS Baltimore']
1944,fLLe5sODKtg,75.25,['Ariel Bissett']
1945,gOsM-DYAEhY,46.8,['ImagineDragonsVEVO']
1946,avlEK3PTvw8,57.0,['marshmello']
1947,lOSt_GdaS0s,27.67,['Star Wars']
1948,YF2DM84NDt4,49.75,['Kiiara']
1949,Jz3E_CCaAXo,63.64,['IFC Films']
1950,KT0CE5GIjSA,53.5,['BishopBriggsVEVO']
1951,QCOkDQqGkcM,42.0,['LaurDIY']
1952,kD6kOB8iCwk,44.44,['EUROLEAGUE BASKETBALL']
1953,zSqbS19xiHM,42.5,['Grace Helbig']
1954,tz_DWyuvX4s,59.09,['IdolxVoice']
1955,3WyD96Zq8Cw,50.0,['The Guides']
1956,W2gnef0LtBE,100.0,['Asmodee Digital']
1957,FILJznSr6fs,40.0,['NSA_Listbot']
1958,QtVL76gh09U,40.0,['BuzzFeedVideo']
